Title,Type,BodyPart,Equipment,Level,BodyGroup,exercise_id,goal_tag,movement_type,equipment_std
Elbow plank jack,Strength,Abdominals,Bodyweight,Intermediate,Core,E00234,Endurance,Isolation,Bodyweight
Exercise ball V-up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00235,FatLoss,Isolation,Bodyweight
Standing torso twist stretch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00236,Mobility,Isolation,Bodyweight
Bear crawl,Strength,Abdominals,Bodyweight,Intermediate,Core,E00237,Endurance,Isolation,Bodyweight
Side lunge cross-body heel-touch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00238,Endurance,Compound,Bodyweight
Alligator Crawl,Strength,Abdominals,Bodyweight,Intermediate,Core,E00239,FatLoss,Isolation,Bodyweight
Lying cross-over lower back stretch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00240,Endurance,Isolation,Bodyweight
Shoulder tap,Strength,Abdominals,Bodyweight,Intermediate,Core,E00241,Endurance,Isolation,Bodyweight
Double crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00242,FatLoss,Isolation,Bodyweight
Flutter kick,Strength,Abdominals,Bodyweight,Intermediate,Core,E00243,Endurance,Isolation,Bodyweight
Sprawl,Strength,Abdominals,Bodyweight,Intermediate,Core,E00244,FatLoss,Isolation,Bodyweight
Spider plank jack,Strength,Abdominals,Bodyweight,Intermediate,Core,E00245,Endurance,Isolation,Bodyweight
Pillar-To-Plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00246,FatLoss,Isolation,Bodyweight
Alternating High Knee Raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00247,FatLoss,Isolation,Bodyweight
Sumo Squat Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core,E00248,FatLoss,Compound,Bodyweight
Line-Drill Foot Work,Strength,Abdominals,Bodyweight,Intermediate,Core,E00249,Endurance,Isolation,Bodyweight
Plank Fire Hydrants,Strength,Abdominals,Bodyweight,Intermediate,Core,E00250,Endurance,Isolation,Bodyweight
Banded jumping jack,Strength,Abdominals,Bodyweight,Intermediate,Core,E00251,FatLoss,Isolation,Bodyweight
Shin hug,Strength,Abdominals,Bodyweight,Intermediate,Core,E00252,FatLoss,Isolation,Bodyweight
FYR Bear Crawl Fire Feet,Strength,Abdominals,Bodyweight,Intermediate,Core,E00253,Endurance,Isolation,Bodyweight
Bear crawl up-down,Strength,Abdominals,Bodyweight,Intermediate,Core,E00254,Endurance,Isolation,Bodyweight
FYR Crab Kick,Strength,Abdominals,Bodyweight,Intermediate,Core,E00255,Endurance,Isolation,Bodyweight
Bear crawl hold,Strength,Abdominals,Bodyweight,Intermediate,Core,E00256,Endurance,Isolation,Bodyweight
Traveling bear crawl,Strength,Abdominals,Bodyweight,Intermediate,Core,E00257,Endurance,Isolation,Bodyweight
Single-leg V-up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00258,FatLoss,Isolation,Bodyweight
FYR Bear Crawl Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core,E00259,FatLoss,Isolation,Bodyweight
Alternating single-leg sprawl,Strength,Abdominals,Bodyweight,Intermediate,Core,E00260,FatLoss,Isolation,Bodyweight
Wide mountain climber,Strength,Abdominals,Bodyweight,Intermediate,Core,E00261,FatLoss,Isolation,Bodyweight
Plank leg raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00262,Endurance,Isolation,Bodyweight
Glute bridge step-out,Strength,Abdominals,Bodyweight,Intermediate,Core,E00263,FatLoss,Isolation,Bodyweight
Knee up-down,Strength,Abdominals,Bodyweight,Intermediate,Core,E00264,Endurance,Isolation,Bodyweight
FYR Sprawl,Strength,Abdominals,Bodyweight,Intermediate,Core,E00265,FatLoss,Isolation,Bodyweight
Reach crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00266,FatLoss,Isolation,Bodyweight
FYR Push-Up Plank Hold,Strength,Abdominals,Bodyweight,Intermediate,Core,E00267,Endurance,Compound,Bodyweight
FYR Hollow-Body Rock,Strength,Abdominals,Bodyweight,Intermediate,Core,E00268,FatLoss,Isolation,Bodyweight
V-up plus knee-to-chest combo,Strength,Abdominals,Bodyweight,Intermediate,Core,E00269,FatLoss,Isolation,Bodyweight
Side plank lateral raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00270,FatLoss,Isolation,Bodyweight
Superhero burpee,Strength,Abdominals,Bodyweight,Intermediate,Core,E00271,Endurance,Isolation,Bodyweight
Hollow-body abduction,Strength,Abdominals,Bodyweight,Intermediate,Core,E00272,FatLoss,Isolation,Bodyweight
FYR Hollow Hold,Strength,Abdominals,Bodyweight,Intermediate,Core,E00273,Endurance,Isolation,Bodyweight
Tip-toe crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00274,Endurance,Isolation,Bodyweight
Knee-to-nose pulse,Strength,Abdominals,Bodyweight,Intermediate,Core,E00275,FatLoss,Isolation,Bodyweight
Plank walk-out,Strength,Abdominals,Bodyweight,Intermediate,Core,E00276,FatLoss,Isolation,Bodyweight
FYR V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00277,FatLoss,Isolation,Bodyweight
Long sit-up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00278,Endurance,Isolation,Bodyweight
FYR Breakdancer,Strength,Abdominals,Bodyweight,Intermediate,Core,E00279,Endurance,Isolation,Bodyweight
Seated leg lift,Strength,Abdominals,Bodyweight,Intermediate,Core,E00280,FatLoss,Isolation,Bodyweight
Gorilla burpee,Strength,Abdominals,Bodyweight,Intermediate,Core,E00281,FatLoss,Isolation,Bodyweight
Knee-in to V-out,Strength,Abdominals,Bodyweight,Intermediate,Core,E00282,FatLoss,Isolation,Bodyweight
Bear crawl push-up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00283,Endurance,Compound,Bodyweight
FYR Front Step,Strength,Abdominals,Bodyweight,Intermediate,Core,E00284,Endurance,Isolation,Bodyweight
Plank reach,Strength,Abdominals,Bodyweight,Intermediate,Core,E00285,FatLoss,Isolation,Bodyweight
Eiffel Tower leg raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00286,FatLoss,Isolation,Bodyweight
Straight-arm plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00287,Endurance,Isolation,Bodyweight
Plank up-down,Strength,Abdominals,Bodyweight,Intermediate,Core,E00288,FatLoss,Isolation,Bodyweight
Frog kick,Strength,Abdominals,Bodyweight,Intermediate,Core,E00289,Endurance,Isolation,Bodyweight
FYR Knees to Chest,Strength,Abdominals,Bodyweight,Intermediate,Core,E00290,Endurance,Isolation,Bodyweight
Front kick-through,Strength,Abdominals,Bodyweight,Intermediate,Core,E00291,FatLoss,Isolation,Bodyweight
FYR Sit-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00292,FatLoss,Isolation,Bodyweight
FYR Leg Lift,Strength,Abdominals,Bodyweight,Intermediate,Core,E00293,FatLoss,Isolation,Bodyweight
TBS Toes-to-bar,Strength,Abdominals,Bodyweight,Intermediate,Core,E00294,Endurance,Isolation,Bodyweight
FYR Mountain Climber,Strength,Abdominals,Bodyweight,Intermediate,Core,E00295,Endurance,Isolation,Bodyweight
Roman Chair Side Ups,Strength,Abdominals,Bodyweight,Intermediate,Core,E00296,FatLoss,Isolation,Bodyweight
Push-Up Roll Out - Gethin Variation,Strength,Abdominals,Bodyweight,Intermediate,Core,E00297,Endurance,Compound,Bodyweight
Cross-Body Crunch - Gethin Variation,Strength,Abdominals,Bodyweight,Intermediate,Core,E00298,FatLoss,Isolation,Bodyweight
Decline leg lift with twist,Strength,Abdominals,Bodyweight,Intermediate,Core,E00299,FatLoss,Isolation,Bodyweight
Hanging Leg Raise - Variation Gethin,Strength,Abdominals,Bodyweight,Intermediate,Core,E00300,FatLoss,Isolation,Bodyweight
Butterfly crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00301,Endurance,Isolation,Bodyweight
Cross-body mountain climber,Strength,Abdominals,Bodyweight,Intermediate,Core,E00302,Endurance,Isolation,Bodyweight
Flat Bench Lying Leg Raise - Gethin Variation,Strength,Abdominals,Bodyweight,Intermediate,Core,E00303,FatLoss,Compound,Bodyweight
Lying leg lift,Strength,Abdominals,Bodyweight,Intermediate,Core,E00304,Endurance,Isolation,Bodyweight
Hanging alternating single-leg raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00305,FatLoss,Isolation,Bodyweight
Plank Walk,Strength,Abdominals,Bodyweight,Intermediate,Core,E00306,FatLoss,Isolation,Bodyweight
Sit-Up - Gethin Variation,Strength,Abdominals,Bodyweight,Intermediate,Core,E00307,FatLoss,Isolation,Bodyweight
Plank Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00308,Endurance,Compound,Bodyweight
Decline crunch-,Strength,Abdominals,Bodyweight,Intermediate,Core,E00309,FatLoss,Isolation,Bodyweight
Alternating lying leg raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00310,FatLoss,Isolation,Bodyweight
Decline leg lift,Strength,Abdominals,Bodyweight,Intermediate,Core,E00311,FatLoss,Isolation,Bodyweight
Crunch - Gethin Variation,Strength,Abdominals,Bodyweight,Intermediate,Core,E00312,FatLoss,Isolation,Bodyweight
Plank - Gethin Variation,Strength,Abdominals,Bodyweight,Intermediate,Core,E00313,FatLoss,Isolation,Bodyweight
Barbell floor wiper,Strength,Abdominals,Bodyweight,Intermediate,Core,E00314,FatLoss,Isolation,Bodyweight
Prison Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00315,Endurance,Compound,Bodyweight
McGill Modified Curl-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00316,FatLoss,Isolation,Bodyweight
Cross-body toe-touch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00317,FatLoss,Isolation,Bodyweight
Toy soldier,Strength,Abdominals,Bodyweight,Intermediate,Core,E00318,Endurance,Isolation,Bodyweight
Natural Glute Ham Raise with Stability Ball,Strength,Abdominals,Bodyweight,Intermediate,Core,E00319,Endurance,Isolation,Bodyweight
Lateral ape,Strength,Abdominals,Bodyweight,Intermediate,Core,E00320,FatLoss,Isolation,Bodyweight
Hollow-body knee tuck,Strength,Abdominals,Bodyweight,Intermediate,Core,E00321,Endurance,Isolation,Bodyweight
HM Air Jumping Rope,Strength,Abdominals,Bodyweight,Intermediate,Core,E00322,Endurance,Isolation,Bodyweight
HM Alternating Lunge Reach,Strength,Abdominals,Bodyweight,Intermediate,Core,E00323,FatLoss,Compound,Bodyweight
HM Alternating Side Plank Reach,Strength,Abdominals,Bodyweight,Intermediate,Core,E00324,Endurance,Isolation,Bodyweight
HM Superman Plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00325,Endurance,Isolation,Bodyweight
HM Table Pose,Strength,Abdominals,Bodyweight,Intermediate,Core,E00326,Endurance,Isolation,Bodyweight
HM Toe Touch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00327,FatLoss,Isolation,Bodyweight
HM Right Side Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00328,Endurance,Isolation,Bodyweight
HM Bicycle,Strength,Abdominals,Bodyweight,Intermediate,Core,E00329,Endurance,Isolation,Bodyweight
HM Bird-Dog Plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00330,Endurance,Isolation,Bodyweight
HM Boat Pose,Strength,Abdominals,Bodyweight,Intermediate,Core,E00331,FatLoss,Isolation,Bodyweight
HM Bottoms Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00332,FatLoss,Isolation,Bodyweight
HM Bridge,Strength,Abdominals,Bodyweight,Intermediate,Core,E00333,Endurance,Isolation,Bodyweight
HM Seated Twist,Strength,Abdominals,Bodyweight,Intermediate,Core,E00334,Endurance,Isolation,Bodyweight
HM Side-Bend Pose,Strength,Abdominals,Bodyweight,Intermediate,Core,E00335,Endurance,Isolation,Bodyweight
HM Side-Plank Arm Wrap,Strength,Abdominals,Bodyweight,Intermediate,Core,E00336,Endurance,Isolation,Bodyweight
HM Side-Plank with Hip Touch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00337,FatLoss,Isolation,Bodyweight
HM Side-Plank with Kick,Strength,Abdominals,Bodyweight,Intermediate,Core,E00338,FatLoss,Isolation,Bodyweight
HM Side V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00339,Endurance,Isolation,Bodyweight
HM Crab Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00340,FatLoss,Isolation,Bodyweight
HM Cross-Over Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00341,FatLoss,Isolation,Bodyweight
HM Crunch Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core,E00342,FatLoss,Isolation,Bodyweight
HM Dead Bug,Strength,Abdominals,Bodyweight,Intermediate,Core,E00343,Endurance,Isolation,Bodyweight
HM Single-Leg Inchworm,Strength,Abdominals,Bodyweight,Intermediate,Core,E00344,Endurance,Isolation,Bodyweight
HM Floor Jack,Strength,Abdominals,Bodyweight,Intermediate,Core,E00345,Endurance,Isolation,Bodyweight
HM Floor Wiper,Strength,Abdominals,Bodyweight,Intermediate,Core,E00346,FatLoss,Isolation,Bodyweight
HM Floor Kick,Strength,Abdominals,Bodyweight,Intermediate,Core,E00347,FatLoss,Isolation,Bodyweight
HM Sit-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00348,FatLoss,Isolation,Bodyweight
HM Slow Mountain Climber,Strength,Abdominals,Bodyweight,Intermediate,Core,E00349,Endurance,Isolation,Bodyweight
HM Slow Sit-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00350,FatLoss,Isolation,Bodyweight
HM Half-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00351,FatLoss,Isolation,Bodyweight
HM Hollow-Body Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core,E00352,FatLoss,Isolation,Bodyweight
HM Hollow Hold,Strength,Abdominals,Bodyweight,Intermediate,Core,E00353,FatLoss,Isolation,Bodyweight
HM Inchworm,Strength,Abdominals,Bodyweight,Intermediate,Core,E00354,Endurance,Isolation,Bodyweight
HM Right Side Hollow Hold with Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core,E00355,Endurance,Isolation,Bodyweight
HM Reverse Crunch with Frisbee,Strength,Abdominals,Bodyweight,Intermediate,Core,E00356,FatLoss,Isolation,Bodyweight
HM Left Side Bird-Dog,Strength,Abdominals,Bodyweight,Intermediate,Core,E00357,FatLoss,Isolation,Bodyweight
HM Left Side Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00358,Endurance,Isolation,Bodyweight
HM Left Side Hollow Hold With Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core,E00359,Endurance,Isolation,Bodyweight
HM Reverse Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00360,Endurance,Isolation,Bodyweight
HM Low Lunge With External Twist And Arm Reach,Strength,Abdominals,Bodyweight,Intermediate,Core,E00361,Endurance,Compound,Bodyweight
HM Mountain Climber,Strength,Abdominals,Bodyweight,Intermediate,Core,E00362,Endurance,Isolation,Bodyweight
HM Prison Sit-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00363,FatLoss,Isolation,Bodyweight
HM Plank Alternating Hip-Dip,Strength,Abdominals,Bodyweight,Intermediate,Core,E00364,Endurance,Isolation,Bodyweight
HM Tuck-Up Get-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00365,Endurance,Isolation,Bodyweight
HM Flutter Kick,Strength,Abdominals,Bodyweight,Intermediate,Core,E00366,FatLoss,Isolation,Bodyweight
HM Plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00367,Endurance,Isolation,Bodyweight
McGill Pull-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00368,Endurance,Compound,Bodyweight
AM Leg Lift,Strength,Abdominals,Bodyweight,Intermediate,Core,E00369,Endurance,Isolation,Bodyweight
AM Decline Abs,Strength,Abdominals,Bodyweight,Intermediate,Core,E00370,Endurance,Isolation,Bodyweight
Hanging crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00371,Endurance,Isolation,Bodyweight
Tyler Holt Hanging Toes-To-Bar,Strength,Abdominals,Bodyweight,Intermediate,Core,E00372,FatLoss,Isolation,Bodyweight
Side plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00373,Endurance,Isolation,Bodyweight
Bird dog-,Strength,Abdominals,Bodyweight,Intermediate,Core,E00374,FatLoss,Isolation,Bodyweight
Single-leg curl up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00375,FatLoss,Isolation,Bodyweight
Single-kettlebell windmill,Strength,Abdominals,Bodyweight,Intermediate,Core,E00376,FatLoss,Isolation,Bodyweight
UNS Foam Roll Thigh,Strength,Abdominals,Bodyweight,Intermediate,Core,E00377,Endurance,Isolation,Bodyweight
UNS Inverted row,Strength,Abdominals,Bodyweight,Intermediate,Core,E00378,FatLoss,Compound,Bodyweight
UNS T-spine rotation with reach,Strength,Abdominals,Bodyweight,Intermediate,Core,E00379,Endurance,Isolation,Bodyweight
UNS Quadruped thoracic rotation,Strength,Abdominals,Bodyweight,Intermediate,Core,E00380,FatLoss,Isolation,Bodyweight
UNS Pec stretch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00381,Endurance,Isolation,Bodyweight
UNS Lat stretch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00382,Endurance,Isolation,Bodyweight
UNS Foam Roll,Strength,Abdominals,Bodyweight,Intermediate,Core,E00383,FatLoss,Isolation,Bodyweight
UNS Foam Roll Lats,Strength,Abdominals,Bodyweight,Intermediate,Core,E00384,Endurance,Isolation,Bodyweight
UNS Rocking Adductor Stretch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00385,FatLoss,Isolation,Bodyweight
UNS Bird Dog,Strength,Abdominals,Bodyweight,Intermediate,Core,E00386,Endurance,Isolation,Bodyweight
UNS Jumping Jack,Strength,Abdominals,Bodyweight,Intermediate,Core,E00387,FatLoss,Isolation,Bodyweight
Ab wheel roll-out,Strength,Abdominals,Bodyweight,Intermediate,Core,E00388,Endurance,Isolation,Bodyweight
Bench mountain climber,Strength,Abdominals,Bodyweight,Intermediate,Core,E00389,FatLoss,Compound,Bodyweight
Feet-elevated bench side plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00390,FatLoss,Compound,Bodyweight
Cross-body sit-up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00391,Endurance,Isolation,Bodyweight
Decline kayak,Strength,Abdominals,Bodyweight,Intermediate,Core,E00392,FatLoss,Isolation,Bodyweight
30 Decline Reverse Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00393,FatLoss,Isolation,Bodyweight
Decline sit-up twist,Strength,Abdominals,Bodyweight,Intermediate,Core,E00394,Endurance,Isolation,Bodyweight
30 Flat Bench Leg Raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00395,FatLoss,Compound,Bodyweight
30 Flutter Kick,Strength,Abdominals,Bodyweight,Intermediate,Core,E00396,Endurance,Isolation,Bodyweight
Chin-up crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00397,FatLoss,Isolation,Bodyweight
30 Gorilla Chin Oblique Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00398,Endurance,Isolation,Bodyweight
Half Turkish get-up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00399,FatLoss,Isolation,Bodyweight
30 Hanging Oblique Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00400,Endurance,Isolation,Bodyweight
30 Hollow-Body Hold,Strength,Abdominals,Bodyweight,Intermediate,Core,E00401,Endurance,Isolation,Bodyweight
Parallel bars knee raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00402,Endurance,Isolation,Bodyweight
30 Landmine Twist,Strength,Abdominals,Bodyweight,Intermediate,Core,E00403,FatLoss,Isolation,Bodyweight
Parallel bars leg raise,Strength,Abdominals,Bodyweight,Intermediate,Core,E00404,Endurance,Isolation,Bodyweight
Otis-up-,Strength,Abdominals,Bodyweight,Intermediate,Core,E00405,FatLoss,Isolation,Bodyweight
30 Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core,E00406,FatLoss,Isolation,Bodyweight
30 Spider Crawl,Strength,Abdominals,Bodyweight,Intermediate,Core,E00407,FatLoss,Isolation,Bodyweight
Spider crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00408,FatLoss,Isolation,Bodyweight
Toe-touch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00409,FatLoss,Isolation,Bodyweight
30 Hanging Toes-To-Bar,Strength,Abdominals,Bodyweight,Intermediate,Core,E00410,Endurance,Isolation,Bodyweight
30 V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00411,FatLoss,Isolation,Bodyweight
Cocoon crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00412,FatLoss,Isolation,Bodyweight
Bench oblique crunch,Strength,Abdominals,Bodyweight,Intermediate,Core,E00413,FatLoss,Compound,Bodyweight
Full moon-,Strength,Abdominals,Bodyweight,Intermediate,Core,E00414,FatLoss,Isolation,Bodyweight
Push-up to side plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00415,Endurance,Compound,Bodyweight
Tyler Holt V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core,E00416,FatLoss,Isolation,Bodyweight
Tyler Holt Plank,Strength,Abdominals,Bodyweight,Intermediate,Core,E00417,FatLoss,Isolation,Bodyweight
Tyler Holt Hip-Dip,Strength,Abdominals,Bodyweight,Intermediate,Core,E00418,FatLoss,Isolation,Bodyweight
Suicides,Strength,Abdominals,Bodyweight,Intermediate,Core,E00419,Endurance,Isolation,Bodyweight
Holman Towel Straight Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core,E00420,Endurance,Isolation,Bodyweight
Holman Towel Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core,E00421,FatLoss,Isolation,Bodyweight
Holman Towel Elbow Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core,E00422,FatLoss,Isolation,Bodyweight
