Title,Type,BodyPart,Equipment,Level,BodyGroup
30 Chest Incline Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body
30 Chest Incline Cable Chest Press,Strength,Chest,Cable,Intermediate,Upper Body
30 Chest High-To-Low Cable Press,Strength,Chest,Cable,Intermediate,Upper Body
30 Chest High-To-Low Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body
30 Chest Shoulder-Height Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body
Cable Pec Fly,Strength,Chest,Cable,Intermediate,Upper Body
Chest Push (multiple response),Plyometrics,Chest,Medicine Ball,Beginner,Upper Body
Medicine Ball Chest Pass,Plyometrics,Chest,Medicine Ball,Intermediate,Upper Body
Medicine ball sprawl to chest press,Strength,Chest,Medicine Ball,Intermediate,Upper Body
Medicine ball push-up,Strength,Chest,Medicine Ball,Intermediate,Upper Body
Chest Push (single response),Plyometrics,Chest,Medicine Ball,Beginner,Upper Body
Chest Push with Run Release,Plyometrics,Chest,Medicine Ball,Beginner,Upper Body
Chest Push from 3 point stance,Plyometrics,Chest,Medicine Ball,Beginner,Upper Body
Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Upper Body
Incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Decline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Upper Body
Reverse-grip incline dumbbell bench press,Strength,Chest,Dumbbell,Beginner,Upper Body
Incline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Upper Body
Neutral-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Single-arm kettlebell row,Strength,Chest,Dumbbell,Intermediate,Upper Body
Hammer Grip Incline DB Bench Press,Strength,Chest,Dumbbell,Beginner,Upper Body
Straight-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,Upper Body
Incline Dumbbell Bench With Palms Facing In,Strength,Chest,Dumbbell,Beginner,Upper Body
Incline Dumbbell Flyes - With A Twist,Strength,Chest,Dumbbell,Beginner,Upper Body
Bent-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,Upper Body
Close-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Single-dumbbell push-up,Strength,Chest,Dumbbell,Intermediate,Upper Body
One-Arm Flat Bench Dumbbell Flye,Strength,Chest,Dumbbell,Beginner,Upper Body
Dumbbell Fix Dumbbell Floor Chest Fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
Dumbbell Fix Traveling Push-Up,Strength,Chest,Dumbbell,Intermediate,Upper Body
Incline dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
Paul Carter Dumbbell Shrug,Strength,Chest,Dumbbell,Intermediate,Upper Body
Dumbbell push-up row,Strength,Chest,Dumbbell,Intermediate,Upper Body
TBS Dumbbell Incline Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Incline Dumbbell Fly - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,Upper Body
Dumbbell bench press-,Strength,Chest,Dumbbell,Intermediate,Upper Body
Decline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Incline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Single-arm decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Single-arm incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Incline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,Upper Body
Dumbbell Chest Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,Upper Body
Dumbbell Floor Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,Upper Body
Decline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,Upper Body
Dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
Machine rear delt fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
AM Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
UP Incline Dumbbell Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
UP Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
Holman Push-Up to Belly Touch,Strength,Chest,Dumbbell,Intermediate,Upper Body
Single-arm dumbbell floor press,Strength,Chest,Dumbbell,Intermediate,Upper Body
Total Fitness Weighted Push-Up,Strength,Chest,Dumbbell,Intermediate,Upper Body
King Maker Standing Dumbbell Shoulder Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
30 Chest Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
30 Chest Incline Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
30 Chest Dumbbells-Together Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
30 Chest Dumbbells-Together Incline Bench Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
30 Chest Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
30 Chest Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,Upper Body
30 Chest 30-Degree Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,Upper Body
FYR2 Single-Dumbbell Push-Up,Strength,Chest,Dumbbell,Intermediate,Upper Body
Bodyweight Flyes,Strength,Chest,E-Z Curl Bar,Beginner,Upper Body
Close-grip EZ-bar bench press,Strength,Chest,E-Z Curl Bar,Intermediate,Upper Body
Chest dip,Strength,Chest,Other,Intermediate,Upper Body
Drop Push,Plyometrics,Chest,Other,Beginner,Upper Body
Forward Drag with Press,Strongman,Chest,Other,Beginner,Upper Body
Chain Press,Powerlifting,Chest,Other,Beginner,Upper Body
Behind Head Chest Stretch,Stretching,Chest,Other,Beginner,Upper Body
Pass-through stretch with band,Stretching,Chest,Other,Beginner,Upper Body
Weighted Push-Up,Strength,Chest,Other,Intermediate,Upper Body
Heavy Bag Thrust,Plyometrics,Chest,Other,Beginner,Upper Body
Decline Explosive Push-Up,Plyometrics,Chest,Other,Beginner,Upper Body
Suspended Chest Fly,Strength,Chest,Other,Beginner,Upper Body
Svend press,Strength,Chest,Other,Beginner,Upper Body
Bar Push-Up Smith Machine,Plyometrics,Chest,Other,Beginner,Upper Body
Plate-weighted push-up,Strength,Chest,Other,Intermediate,Upper Body
Double-bar roll-out chest fly,Strength,Chest,Other,Intermediate,Upper Body
Holman Plate Dynamo Push-Up,Strength,Chest,Other,Intermediate,Upper Body
Holman Towel Drag Two Steps to Push-Up,Strength,Chest,Other,Intermediate,Upper Body
Taylor Val Slide Push-Up/Fly Combo,Strength,Chest,Other,Intermediate,Upper Body
Exercise ball chest stretch,Stretching,Chest,Exercise Ball,Beginner,Upper Body
Bosu Ball Push-Up,Strength,Chest,Exercise Ball,Beginner,Upper Body
Feet-elevated push-up on ball,Strength,Chest,Exercise Ball,Intermediate,Upper Body
Standing alternating band speed row,Strength,Forearms,Bands,Intermediate,Upper Body
Band roundhouse elbow,Strength,Forearms,Bands,Intermediate,Upper Body
Palms-down wrist curl over bench,Strength,Forearms,Barbell,Intermediate,Upper Body
Palms-up wrist curl over bench,Strength,Forearms,Barbell,Intermediate,Upper Body
Standing behind-the-back wrist curl,Strength,Forearms,Barbell,Beginner,Upper Body
Seated finger curl,Strength,Forearms,Barbell,Beginner,Upper Body
Seated palms-up wrist curl,Strength,Forearms,Barbell,Intermediate,Upper Body
Bottoms-Up Clean From The Hang Position,Strength,Forearms,Kettlebells,Beginner,Upper Body
Seated One-Arm Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner,Upper Body
Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,Upper Body
Seated palms-down wrist curl,Strength,Forearms,Dumbbell,Beginner,Upper Body
Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,Upper Body
Seated One-Arm Dumbbell Palms-Down Wrist Curl,Strength,Forearms,Dumbbell,Beginner,Upper Body
Seated Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner,Upper Body
Partner farmer's walk,Strength,Forearms,Dumbbell,Beginner,Upper Body
Dumbbell suitcase carry,Strength,Forearms,Dumbbell,Intermediate,Upper Body
Suitcase Dumbbell Carry,Strength,Forearms,Dumbbell,Intermediate,Upper Body
Side plank with dumbbell external rotation,Strength,Forearms,Dumbbell,Intermediate,Upper Body
Rickshaw Carry,Strongman,Forearms,Other,Beginner,Upper Body
Dumbbell farmer's walk,Strongman,Forearms,Other,Intermediate,Upper Body
Wrist Roller,Strength,Forearms,Other,Beginner,Upper Body
Standing Olympic Plate Hand Squeeze,Strength,Forearms,Other,Beginner,Upper Body
Plate Pinch,Strength,Forearms,Other,Beginner,Upper Body
Landmine Press and Catch,Strength,Forearms,Other,Intermediate,Upper Body
Plate halo,Strength,Forearms,Other,Intermediate,Upper Body
Bryant Wrist Curl,Strength,Forearms,Other,Intermediate,Upper Body
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,Strength,Forearms,Cable,Beginner,Upper Body
Cable Wrist Curl,Strength,Forearms,Cable,Beginner,Upper Body
Single-arm cable push-down,Strength,Forearms,Cable,Intermediate,Upper Body
Wrist Circles,Stretching,Forearms,Bodyweight,Beginner,Upper Body
Kneeling Forearm Stretch,Stretching,Forearms,Bodyweight,Beginner,Upper Body
Hip Extension with Bands,Strength,Glutes,Bands,Beginner,Legs
Hip Lift with Band,Powerlifting,Glutes,Bands,Beginner,Legs
HM Monster Walk,Strength,Glutes,Bands,Intermediate,Legs
UNS Banded Glute Bridge,Strength,Glutes,Bands,Intermediate,Legs
FYR2 Banded Glute Bridge,Strength,Glutes,Bands,Intermediate,Legs
Piriformis SMR,Stretching,Glutes,Foam Roll,Intermediate,Legs
Barbell glute bridge,Powerlifting,Glutes,Barbell,Intermediate,Legs
Barbell Hip Thrust,Powerlifting,Glutes,Barbell,Intermediate,Legs
Kneeling Squat,Powerlifting,Glutes,Barbell,Beginner,Legs
Kneeling Jump Squat,Olympic Weightlifting,Glutes,Barbell,Beginner,Legs
UN Rear Foot Elevated Split Squat,Strength,Glutes,Barbell,Intermediate,Legs
Kettlebell thruster,Strength,Glutes,Kettlebells,Intermediate,Legs
Taylor Kettlebell Swing,Strength,Glutes,Kettlebells,Intermediate,Legs
UN Goblet Squat,Strength,Glutes,Kettlebells,Intermediate,Legs
Single-arm triceps kick-back,Strength,Glutes,Dumbbell,Intermediate,Legs
Holman Lateral High Knees to Quad Touch Jump,Strength,Glutes,Dumbbell,Intermediate,Legs
FYR2 Dumbbell Hip Thrust,Strength,Glutes,Dumbbell,Intermediate,Legs
FYR2 Glute Bridge Dumbbell Floor Press,Strength,Glutes,Dumbbell,Intermediate,Legs
Suspended Hip Thrust,Strength,Glutes,Other,Beginner,Legs
Single-leg cable hip extension,Strength,Glutes,Cable,Intermediate,Legs
Pull Through,Strength,Glutes,Cable,Beginner,Legs
Cable rope pull-through deadlift,Strength,Glutes,Cable,Intermediate,Legs
UNS Cable Pull-Through,Strength,Glutes,Cable,Intermediate,Legs
30 Legs Glute-Ham Raise,Strength,Glutes,Machine,Intermediate,Legs
Glute bridge,Strength,Glutes,Bodyweight,Intermediate,Legs
Single-leg glute bridge,Strength,Glutes,Bodyweight,Intermediate,Legs
Step-up with knee raise,Strength,Glutes,Bodyweight,Intermediate,Legs
Glute Kickback,Strength,Glutes,Bodyweight,Beginner,Legs
Standing hip extension,Strength,Glutes,Bodyweight,Beginner,Legs
Lying glute stretch,Stretching,Glutes,Bodyweight,Intermediate,Legs
Knee Across The Body,Stretching,Glutes,Bodyweight,Intermediate,Legs
Seated Glute,Stretching,Glutes,Bodyweight,Beginner,Legs
Lying Glute,Stretching,Glutes,Bodyweight,Beginner,Legs
One Knee To Chest,Stretching,Glutes,Bodyweight,Intermediate,Legs
Seated Glute Stretch,Stretching,Glutes,Bodyweight,Beginner,Legs
Neck Bridge Supine,Strength,Glutes,Bodyweight,Beginner,Legs
Walking High Knee,Strength,Glutes,Bodyweight,Intermediate,Legs
Walking Butt Kicks,Strength,Glutes,Bodyweight,Intermediate,Legs
Walking Glute Stretch,Strength,Glutes,Bodyweight,Intermediate,Legs
Lunge kick,Strength,Glutes,Bodyweight,Intermediate,Legs
Curtsy lunge,Strength,Glutes,Bodyweight,Intermediate,Legs
Alternating standing glute stretch,Stretching,Glutes,Bodyweight,Intermediate,Legs
Side-lying leg lift,Strength,Glutes,Bodyweight,Intermediate,Legs
FYR Progressive High Knee,Strength,Glutes,Bodyweight,Intermediate,Legs
Glute-Ham Raise - Gethin Variation,Strength,Glutes,Bodyweight,Intermediate,Legs
Lunge glute stretch,Stretching,Glutes,Bodyweight,Intermediate,Legs
Natural Glute Ham Raise - Gethin Variation,Strength,Glutes,Bodyweight,Intermediate,Legs
Groiner,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Alternating Donkey Kick,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Alternating Slow Step-Down With Chair,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Right Side Iron Cross,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Single-Leg Bridge,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Hi-Low,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Kick-Back,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Left Side Iron Cross,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Left Side-Kick,Strength,Glutes,Bodyweight,Intermediate,Legs
HM Leg Lifts,Strength,Glutes,Bodyweight,Intermediate,Legs
Walking lunge,Strength,Glutes,Bodyweight,Intermediate,Legs
High Plyometric Box Jump,Strength,Glutes,Bodyweight,Intermediate,Legs
Barbell hip thrust-,Strength,Glutes,Bodyweight,Intermediate,Legs
UN Glute Bridge,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Donkey Kick,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Hip Raise with Alternating Kick,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Left Leg Donkey Kick,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Diagonal Right Leg Step-Out to Right Knee-Up,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Right Leg Donkey Kick,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Butt Tap to Jump,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Butt Tap to Jump-Forward-Jump-Back,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Traveling High Knees to Squat Thrust,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Butt Kicker to High Knees,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Daisy Cutter,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Frogger,Strength,Glutes,Bodyweight,Intermediate,Legs
Holman Hip Raise with Chest Press,Strength,Glutes,Bodyweight,Intermediate,Legs
Total Fitness Bear Crawl,Strength,Glutes,Bodyweight,Intermediate,Legs
Pigeon stretch,Strength,Glutes,Bodyweight,Intermediate,Legs
Levitating side kick-through,Strength,Glutes,Bodyweight,Intermediate,Legs
30 Legs Hip Thrust,Strength,Glutes,Bodyweight,Intermediate,Legs
Dumbbell single-leg hip thrust,Strength,Glutes,Bodyweight,Intermediate,Legs
Medicine ball duck walk,Strength,Glutes,Medicine Ball,Intermediate,Legs
Exercise ball hip thrust,Strength,Glutes,Exercise Ball,Intermediate,Legs
Downward Facing Balance,Strength,Glutes,Exercise Ball,Beginner,Legs
Band Good Morning (Pull Through),Powerlifting,Hamstrings,Bands,Beginner,Legs
Standing Hamstring and Calf Stretch,Stretching,Hamstrings,Bands,Intermediate,Legs
Hamstring-SMR,Stretching,Hamstrings,Foam Roll,Beginner,Legs
Barbell Deadlift,Strength,Hamstrings,Barbell,Intermediate,Legs
Clean Deadlift,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Sumo deadlift,Powerlifting,Hamstrings,Barbell,Beginner,Legs
Romanian Deadlift from Deficit,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Power Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Power Clean from Blocks,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Snatch Deadlift,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Power clean,Strength,Hamstrings,Barbell,Intermediate,Legs
Hang Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Wide Stance Stiff Legs,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Clean,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Good Morning,Powerlifting,Hamstrings,Barbell,Intermediate,Legs
Barbell stiff-legged deadlift,Strength,Hamstrings,Barbell,Intermediate,Legs
Romanian Deadlift,Strength,Hamstrings,Barbell,Intermediate,Legs
Sumo Deadlift with Chains,Powerlifting,Hamstrings,Barbell,Beginner,Legs
Sumo Deadlift with Bands,Powerlifting,Hamstrings,Barbell,Beginner,Legs
Good Morning off Pins,Powerlifting,Hamstrings,Barbell,Beginner,Legs
Stiff-Legged Deadlift,Strength,Hamstrings,Barbell,Beginner,Legs
Snatch Pull,Strength,Hamstrings,Barbell,Beginner,Legs
Hanging Bar Good Morning,Powerlifting,Hamstrings,Barbell,Beginner,Legs
Reverse Band Sumo Deadlift,Powerlifting,Hamstrings,Barbell,Beginner,Legs
Muscle Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Split Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
Hang Snatch - Below Knees,Olympic Weightlifting,Hamstrings,Barbell,Beginner,Legs
30 Legs Sumo Deadlift,Strength,Hamstrings,Barbell,Intermediate,Legs
Kettlebell pass-through lunge,Strength,Hamstrings,Kettlebells,Intermediate,Legs
Kettlebell One-Legged Deadlift,Strength,Hamstrings,Kettlebells,Intermediate,Legs
Single-arm kettlebell clean,Strength,Hamstrings,Kettlebells,Beginner,Legs
Single-leg kettlebell deadlift,Strength,Hamstrings,Kettlebells,Intermediate,Legs
Romanian Deadlift with Kettlebell,Strength,Hamstrings,Kettlebells,Beginner,Legs
Single-arm kettlebell swing,Strength,Hamstrings,Kettlebells,Intermediate,Legs
Kettlebell Dead Clean,Strength,Hamstrings,Kettlebells,Beginner,Legs
Alternating Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,Legs
One-Arm Open Palm Kettlebell Clean,Strength,Hamstrings,Kettlebells,Beginner,Legs
Open Palm Kettlebell Clean,Strength,Hamstrings,Kettlebells,Beginner,Legs
Kettlebell Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,Legs
Double Kettlebell Alternating Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,Legs
Romanian Deadlift With Dumbbells,Strength,Hamstrings,Dumbbell,Beginner,Legs
Stiff-Legged Dumbbell Deadlift,Strength,Hamstrings,Dumbbell,Intermediate,Legs
Vertical Swing,Plyometrics,Hamstrings,Dumbbell,Beginner,Legs
Dumbbell Fix Dumbbell Swing,Strength,Hamstrings,Dumbbell,Intermediate,Legs
Dumbbell Lying Hamstring Curl,Strength,Hamstrings,Dumbbell,Intermediate,Legs
30 Legs Dumbbell Stiff-Legged Deadlift,Strength,Hamstrings,Dumbbell,Intermediate,Legs
Box jump,Plyometrics,Hamstrings,Other,Beginner,Legs
Box Jump (Multiple Response),Plyometrics,Hamstrings,Other,Intermediate,Legs
Sled push-,Cardio,Hamstrings,Other,Beginner,Legs
Lying Hamstring,Stretching,Hamstrings,Other,Beginner,Legs
Chair Leg Extended Stretch,Stretching,Hamstrings,Other,Beginner,Legs
Suspended Leg Curl,Strength,Hamstrings,Other,Beginner,Legs
Box Skip,Plyometrics,Hamstrings,Other,Beginner,Legs
Power Stairs,Strongman,Hamstrings,Other,Beginner,Legs
Seated Hamstring and Calf Stretch,Stretching,Hamstrings,Other,Beginner,Legs
Hamstring slide,Strength,Hamstrings,Other,Beginner,Legs
Seated Band Hamstring Curl,Strength,Hamstrings,Other,Intermediate,Legs
Lying cable leg curl,Strength,Hamstrings,Cable,Intermediate,Legs
Standing cable leg curl,Strength,Hamstrings,Cable,Intermediate,Legs
Lying Leg Curls,Strength,Hamstrings,Machine,Beginner,Legs
Glute Ham Raise,Powerlifting,Hamstrings,Machine,Intermediate,Legs
Reverse Hyperextension,Strength,Hamstrings,Machine,Beginner,Legs
Seated Leg Curl,Strength,Hamstrings,Machine,Intermediate,Legs
Standing Leg Curl,Strength,Hamstrings,Machine,Beginner,Legs
Smith machine stiff-legged deadlift,Strength,Hamstrings,Machine,Beginner,Legs
Lying Leg Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,Legs
Paul Carter Leg Extension,Strength,Hamstrings,Machine,Intermediate,Legs
Lying leg curl,Strength,Hamstrings,Machine,Intermediate,Legs
Seated Hamstring Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,Legs
Single-leg lying leg curl,Strength,Hamstrings,Machine,Intermediate,Legs
